,prev,next
269,이것은 전기밥솥이다. 그런데,화력을 조절하면서 밥을 지어야 하는 어려움과 불편함을 해소해 주었던 것이 이것이다.
270,이것은 전기세탁기이다. 그런데,손으로 빨래를 해야 하는 어려움과 불편함을 해소해 주었던 것이 이것이다.
271,이것은 정수기이다. 그런데,"일반적으로 수돗물에 함유되어 있는 염소, 부유물, 악취 성분, 유해 성분 등을 제거해 주는 것이 이것이다."
272,이것은 칫솔이다. 그런데,일반적으로 치약과 더불어 사용되는 구강 위생의 용구로 이를 닦는 데에 쓰이는 것이 이것이다.
273,이것은 의자이다. 그런데,일반적으로 사람들이 앉아서 휴식을 취하거나 일을 하는 데에 쓰이는 기구가 이것이다.
274,이것은 콘택트렌즈이다. 그런데,"일반적으로 시력 보정, 미용, 치료의 목적으로 눈의 각막에 접촉시켜 사용하는 렌즈가 이것이다."
275,이것은 지갑이다. 그런데,일반적으로 개인 소지품 등을 넣어 휴대하고 다닐 수 있도록 한 가죽이나 헝겊으로 만든 물건이 이것이다.
276,이것은 그릇이다. 그런데,일반적으로 음식이나 물건을 담는 데에 쓰이는 물건이 이것이다.
277,이것은 믹서이다. 그런데,"일반적으로 과실, 곡물, 야채 등을 갈거나 이겨 가루 또는 즙을 내는 기계가 이것이다."
278,이것은 안경이다. 그런데,일반적으로 시력을 교정하거나 눈을 보호하기 위하여 렌즈를 테 안에 끼워 넣어 눈에 착용하는 물건이 이것이다.
279,이것은 신호등이다. 그런데,"일반적으로 도로에 설치되어, 적색ㆍ녹색ㆍ황색 및 녹색 화살 표시 등의 점멸로 통행 차량이나 사람에게 정지ㆍ우회ㆍ진행 따위를 지시하는 장치가 이것이다."
280,이것은 가로등이다. 그런데,"일반적으로 거리의 조명, 교통의 안전, 미관 등을 위하여 길가를 따라 설치해 놓은 등이 이것이다."
281,이것은 엘리베이터이다. 그런데,일반적으로 동력을 사용하여 사람이나 화물을 아래위로 나르는 장치가 이것이다.
282,저것은 태양이다. 그런데,일반적으로 태양계의 중심이 되는 항성이 저것이다.
283,저것은 달이다. 그런데,현재 지구 주위를 돌고 있는 지구의 유일한 자연 위성이 저것이다.
284,저것은 인공위성이다. 그런데,일반적으로 지구 등의 행성 둘레를 돌도록 로켓을 이용하여 쏘아 올린 인공의 장치가 저것이다.
285,저것은 은하이다. 그런데,일반적으로 천구 위에 구름 띠 모양으로 길게 분포되어 있는 수많은 천체의 무리가 저것이다.
286,저것은 초신성이다. 그런데,일반적으로 항성 진화의 마지막 단계에 이른 별이 폭발하면서 생기는 엄청난 에너지를 순간적으로 방출하여 그 밝기가 평소의 수억 배에 이르렀다가 서서히 낮아지는 현상이 저것이다.
287,저것은 북두칠성이다. 그런데,일반적으로 큰곰자리에서 국자 모양을 이루며 가장 뚜렷하게 보이는 일곱 개의 별들이 저것이다.
288,이곳은 시장이다. 그런데,상점들이 일찍 문을 열어 버스 정류장에서 내리는 고객들을 맞이하는 데가 이곳이다.
289,이곳은 대한민국이다. 그런데,한국인들이 평화롭게 살아가는 곳이 이곳이다.
290,이곳은 동물원이다. 그런데,올해 희귀한 동물들이 이사를 오는 곳이 이곳이다.
291,이곳은 병원이다. 그런데,많은 의사들과 간호원들이 대기하고 있는 곳이 이곳이다.
292,이곳은 바다이다. 그런데,어민들이 고기를 낚는 곳이 이곳이다.
293,이곳은 설악산이다. 그런데,해마다 많은 관광객들이 관동 팔경을 구경한 후에 반드시 들르는 곳이 이곳이다.
294,이곳은 서점이다. 그런데,연말연시에 신간 할인 행사를 하는 곳이 이곳이다.
295,이곳은 학교이다. 그런데,학생들이 매일 공부하기 위해 모이는 곳이 이곳이다.
296,이곳은 거실이다. 그런데,주택을 구입하려는 사람들이 제일 먼저 보는 곳이 이곳이다.
297,이곳은 편의점이다. 그런데,사람들이 편리하게 컵라면을 구매할 수 있는 곳이 거실 이곳이다.
298,이곳은 은행이다. 그런데,사업을 하는 사람들이 많이 찾는 곳이 이곳이다.
299,이곳은 광장이다. 그런데,시계탑을 중심으로 사람들이 모여 있는 곳이 이곳이다.
300,이곳은 고속 도로이다. 그런데,자동차들만이 통행할 수 있는 곳이 이곳이다.
301,이곳은 휴게소이다. 그런데,사람들이 잠시 쉬기 위해 모이는 곳이 이곳이다.
302,이곳은 사막이다. 그런데,낙타가 중요한 교통수단이 되는 곳이 이곳이다.
303,이곳은 공원이다. 그런데,일반적으로 시민들의 편의 시설을 갖추고 있는 곳이 이곳이다.
304,이곳은 커피숍이다. 그런데,주로 커피나 음료를 판매하면서 사람들이 이야기를 하거나 쉴 수 있도록 꾸며 놓은 가게가 이곳이다.
305,이곳은 연구소이다. 그런데,일반적으로 연구를 전문으로 하는 기관이 이곳이다.
306,이곳은 공항이다. 그런데,현재 우리나라에서 항공 수송을 위하여 사용하는 공공용 비행장이 이곳이다.
307,이곳은 호수이다. 그런데,일반적으로 땅이 우묵하게 들어가 물이 괴어 있는 곳이 이곳이다.
308,이곳은 수영장이다. 그런데,현재 우리나라에서 수영하면서 놀거나 수영 경기 따위를 할 수 있는 시설을 갖춘 곳이 이곳이다.
309,이곳은 수족관이다. 그런데,현재 우리나라에서 물속에 사는 생물들을 모아 놓고 기르는 설비가 이곳이다.
310,이곳은 계곡이다. 그런데,현재 우리나라에서 물이 흐르는 골짜기가 이곳이다.
311,이곳은 산맥이다. 그런데,일반적으로 산지의 산봉우리들이 길게 연속적으로 이어진 지형이 이곳이다.
312,이곳은 갯벌이다. 그런데,현재 우리나라에서 밀물 때에는 물에 잠기고 썰물 때에는 물 밖으로 드러나는 모래 점토질의 평탄한 땅이 이곳이다.
313,이곳은 박물관이다. 그런데,"현재 우리나라에서 고고학적 자료, 미술품, 역사적 유물, 그 밖의 학술적 자료를 보관하고 진열하여 관중에게 전람시키는 시설이 이곳이다."
314,이곳은 콘서트홀이다. 그런데,현재 우리나라에서 음악을 연주하고 청중이 그것을 감상할 수 있도록 특별히 지은 건물 혹은 공연을 하는 장소가 이곳이다.
315,이곳은 미술관이다. 그런데,"현재 우리나라에서 미술 작품의 수집, 보존, 전시, 연구를 담당하는 시설이 이곳이다."
316,이곳은 섬이다. 그런데,일반적으로 주위가 물로 완전히 둘러싸인 육지의 일부가 이곳이다.
317,이곳은 슈퍼마켓이다. 그런데,"현재 우리나라에서 식료품, 일용 잡화, 의료품 등의 가정용품을 갖추어 놓고 규모가 큰 소매점이 이곳이다."
318,이곳은 식물원이다. 그런데,현재 우리나라에서 식물의 연구나 식물에 관한 지식을 보급하기 위하여 많은 종류의 식물들을 모아 기르는 곳이 이곳이다.
319,이곳은 음식점이다. 그런데,현재 우리나라에서 음식을 파는 가게가 이곳이다.
320,이곳은 목장이다. 그런데,"현재 우리나라에서 일정한 시설을 갖추어 소, 말, 양 등을 놓아기르는 곳이 이곳이다."
321,이곳은 극장이다. 그런데,"현재 우리나라에서 연극, 음악, 무용 등을 공연하거나 영화를 상영하기 위하여 무대와 객석 등을 설치한 건물이나 시설이 이곳이다."
322,이곳은 초원이다. 그런데,일반적으로 풀이 나 있는 들판이 이곳이다.
323,이곳은 체육관이다. 그런데,일반적으로 실내에서 여러 가지 운동 경기를 할 수 있도록 시설을 갖추어 놓은 건물이 이곳이다.
324,지금은 장마철이다. 그런데,수해 대책을 마련하는 시간이 지금이다.
325,지금은 휴가철이다. 그런데,공항에 사람들이 많이 모이는 때가 지금이다.
326,지금은 여름철이다. 그런데,빙과 판매가 늘고 있는 때가 지금이다.
327,지금은 겨울철이다. 그런데,따뜻한 군고구마가 생각나는 때가 지금이다.
328,지금은 봄철이다. 그런데,꽃향기가 퍼지는 때가 지금이다.
329,지금은 가을철이다. 그런데,풍년을 기원하는 때가 지금이다.
330,지금은 가뭄철이다. 그런데,일 년 절기 중에서 으레 가뭄이 드는 계절이 지금이다.
331,지금은 농번기이다. 그런데,현재 우리나라에서 농사일이 매우 바쁜 시기가 지금이다.
332,지금은 농한기이다. 그런데,현재 우리나라에서 농사일이 바쁘지 아니하여 겨를이 많은 때가 지금이다.
333,지금은 아침이다. 그런데,현재 우리나라에서 날이 새면서 오전 반나절쯤까지의 동안이 지금이다.
334,지금은 낮이다. 그런데,현재 우리나라에서 아침이 지나고 저녁이 되기 전까지의 동안이 지금이다.
335,지금은 저녁이다. 그런데,현재 우리나라에서 해가 질 무렵부터 밤이 되기까지의 사이가 지금이다.
336,지금은 밤이다. 그런데,현재 우리나라에서 해가 져서 어두워진 때부터 다음 날 해가 떠서 밝아지기 전까지의 동안이 지금이다.
337,지금은 한밤중이다. 그런데,현재 우리나라에서 깊은 밤이 지금이다.
338,지금은 새벽녘이다. 그런데,현재 우리나라에서 날이 밝아 올 무렵이 지금이다.
339,지금은 오전이다. 그런데,현재 우리나라에서 자정부터 낮 열두 시까지의 동안이 지금이다.
340,지금은 오후이다. 그런데,현재 우리나라에서 정오부터 밤 열두 시까지의 동안이 지금이다.
341,지금은 주간이다. 그런데,현재 우리나라에서 먼동이 터서 해가 지기 전까지의 동안이 지금이다.
342,지금은 야간이다. 그런데,현재 우리나라에서 해가 진 뒤부터 먼동이 트기 전까지의 동안이 지금이다.
343,지금은 하절기이다. 그런데,현재 우리나라에서 여름철 기간이 지금이다.
344,지금은 동절기이다. 그런데,현재 우리나라에서 겨울철 기간이 지금이다.
345,오늘은 월요일이다. 그런데,"현재 대한민국에서 일요일 뒤의 날이며 화요일 앞의 날로, 한 주가 시작하는 기준이 되는 날이 오늘이다."
346,오늘은 화요일이다. 그런데,"현재 대한민국에서 월요일 뒤의 날이며 수요일 앞의 날로, 월요일을 기준으로 한 주의 둘째 날이 오늘이다."
347,오늘은 수요일이다. 그런데,"현재 대한민국에서 화요일 뒤의 날이며 목요일 앞의 날로, 월요일을 기준으로 한 주의 셋째 날이 오늘이다."
348,오늘은 목요일이다. 그런데,"현재 대한민국에서 수요일 뒤의 날이며 금요일 앞의 날로, 월요일을 기준으로 한 주의 넷째 날이 오늘이다."
349,오늘은 금요일이다. 그런데,"현재 대한민국에서 목요일 뒤의 날이며 토요일 앞의 날로, 월요일을 기준으로 한 주의 다섯째 날이 오늘이다."
350,오늘은 토요일이다. 그런데,"현재 대한민국에서 금요일 뒤의 날이며 일요일 앞의 날로, 월요일을 기준으로 한 주의 여섯째 날이 오늘이다."
