,prev,next
278,이것은 시계이다. 그런데,시계는 최근 직장인들의 액세서리가 되고 있다.
279,이것은 신문이다. 그런데,이러한 신문에는 최근 사회에서 발생했던 사건들에 대한 구체적인 내용들이 실려 있다.
280,이것은 신문이다. 그런데,이 신문에는 최근 사회에서 발생했던 사건들에 대한 구체적인 내용들이 실려 있다.
281,이것은 신문이다. 그런데,신문에는 최근 사회에서 발생했던 사건들에 대한 구체적인 내용들이 실려 있다.
282,이것은 녹차이다. 그런데,이러한 녹차는 기분을 상쾌하게 해 준다.
283,이것은 녹차이다. 그런데,이 녹차는 기분을 상쾌하게 해 준다.
284,이것은 녹차이다. 그런데,녹차는 기분을 상쾌하게 해 준다.
285,이것은 가방이다. 그런데,이러한 가방은 요즘 중요한 서류를 보관하는 용도로 많이 사용되고 있다.
286,이것은 가방이다. 그런데,이 가방은 요즘 중요한 서류를 보관하는 용도로 많이 사용되고 있다.
287,이것은 가방이다. 그런데,가방은 요즘 중요한 서류를 보관하는 용도로 많이 사용되고 있다.
288,이것은 컵라면이다. 그런데,이러한 컵라면은 인스턴트식품이다.
289,이것은 컵라면이다. 그런데,이 컵라면은 인스턴트식품이다.
290,이것은 컵라면이다. 그런데,컵라면은 인스턴트식품이다.
291,이것은 사탕이다. 그런데,이러한 사탕은 달콤하다.
292,이것은 사탕이다. 그런데,이 사탕은 달콤하다.
293,이것은 사탕이다. 그런데,사탕은 달콤하다.
294,이것은 소파이다. 그런데,이러한 소파는 사람들을 편안히 쉴 수 있는 공간을 제공한다.
295,이것은 소파이다. 그런데,이 소파는 사람들을 편안히 쉴 수 있는 공간을 제공한다.
296,이것은 소파이다. 그런데,소파는 사람들을 편안히 쉴 수 있는 공간을 제공한다.
297,이것은 자동차이다. 그런데,이러한 자동차는 사람들이 공간을 이동할 수 있도록 도와준다.
298,이것은 자동차이다. 그런데,이 자동차는 사람들이 공간을 이동할 수 있도록 도와준다.
299,이것은 자동차이다. 그런데,자동차는 사람들이 공간을 이동할 수 있도록 도와준다.
300,이것은 달력이다. 그런데,이러한 달력은 사람들이 날짜를 계산하는 데에 도움을 준다.
301,이것은 달력이다. 그런데,이 달력은 사람들이 날짜를 계산하는 데에 도움을 준다.
302,이것은 달력이다. 그런데,달력은 사람들이 날짜를 계산하는 데에 도움을 준다.
303,이것은 자전거이다. 그런데,이러한 자전거는 요즘 운동용으로 이용되고 있다.
304,이것은 자전거이다. 그런데,이 자전거는 요즘 운동용으로 이용되고 있다.
305,이것은 자전거이다. 그런데,자전거는 요즘 운동용으로 이용되고 있다.
306,이것은 침대이다. 그런데,이러한 침대는 현대인들에게 편안한 잠자리를 제공하고 있다.
307,이것은 침대이다. 그런데,이 침대는 현대인들에게 편안한 잠자리를 제공하고 있다.
308,이것은 침대이다. 그런데,침대는 현대인들에게 편안한 잠자리를 제공하고 있다.
309,이것은 식탁이다. 그런데,이러한 식탁은 현대인들에게 음식을 먹기 위한 공간을 제공하고 있다.
310,이것은 식탁이다. 그런데,이 식탁은 현대인들에게 음식을 먹기 위한 공간을 제공하고 있다.
311,이것은 식탁이다. 그런데,식탁은 현대인들에게 음식을 먹기 위한 공간을 제공하고 있다.
312,이것은 창문이다. 그런데,이러한 창문은 현대인들에게 밖과 소통할 수 있게 해 준다.
313,이것은 창문이다. 그런데,이 창문은 현대인들에게 밖과 소통할 수 있게 해 준다.
314,이것은 창문이다. 그런데,창문은 현대인들에게 밖과 소통할 수 있게 해 준다.
315,이것은 노트북이다. 그런데,이러한 노트북은 휴대하여 업무를 볼 수 있도록 도와준다.
316,이것은 노트북이다. 그런데,이 노트북은 휴대하여 업무를 볼 수 있도록 도와준다.
317,이것은 노트북이다. 그런데,노트북은 휴대하여 업무를 볼 수 있도록 도와준다.
318,이것은 전자레인지이다. 그런데,이러한 전자레인지는 식품 가열을 도와준다.
319,이것은 전자레인지이다. 그런데,이 전자레인지는 식품 가열을 도와준다.
320,이것은 전자레인지이다. 그런데,전자레인지는 식품 가열을 도와준다.
321,이것은 텔레비전이다. 그런데,이러한 텔레비전은 현재 다양한 분야들에서 활용되고 있다.
322,이것은 텔레비전이다. 그런데,이 텔레비전은 현재 다양한 분야들에서 활용되고 있다.
323,이것은 텔레비전이다. 그런데,텔레비전은 현재 다양한 분야들에서 활용되고 있다.
324,이것은 진공청소기이다. 그런데,이러한 진공청소기는 흡입력의 정도가 성능 평가에 영향을 준다.
325,이것은 진공청소기이다. 그런데,이 진공청소기는 흡입력의 정도가 성능 평가에 영향을 준다.
326,이것은 진공청소기이다. 그런데,진공청소기는 흡입력의 정도가 성능 평가에 영향을 준다.
327,이것은 전기밥솥이다. 그런데,이러한 전기밥솥은 화력을 조절해야 하는 번거로움이 없어 일반적인 밥솥을 대신하면서 급속도로 보급되었다.
328,이것은 전기밥솥이다. 그런데,이 전기밥솥은 화력을 조절해야 하는 번거로움이 없어 일반적인 밥솥을 대신하면서 급속도로 보급되었다.
329,이것은 전기밥솥이다. 그런데,전기밥솥은 화력을 조절해야 하는 번거로움이 없어 일반적인 밥솥을 대신하면서 급속도로 보급되었다.
330,이것은 전기세탁기이다. 그런데,이러한 전기세탁기가 일반화되어서 주부들의 일손을 크게 덜어 주고 있다.
331,이것은 전기세탁기이다. 그런데,이 전기세탁기가 일반화되어서 주부들의 일손을 크게 덜어 주고 있다.
332,이것은 전기세탁기이다. 그런데,전기세탁기가 일반화되어서 주부들의 일손을 크게 덜어 주고 있다.
333,이것은 정수기이다. 그런데,이러한 정수기는 여과재를 정화시키기 때문에 반영구적으로 사용할 수 있다. 1229. 이것은 정수기이다. 그런데 이 정수기는 여과재를 정화시키기 때문에 반영구적으로 사용할 수 있다. 1229. 이것은 정수기이다. 그런데 정수기는 여과재를 정화시키기 때문에 반영구적으로 사용할 수 있다.
334,이것은 칫솔이다. 그런데,이러한 칫솔은 일반적으로 손잡이와 솔로 이루어져 있다.
335,이것은 칫솔이다. 그런데,이 칫솔은 일반적으로 손잡이와 솔로 이루어져 있다.
336,이것은 칫솔이다. 그런데,칫솔은 일반적으로 손잡이와 솔로 이루어져 있다.
337,이것은 의자이다. 그런데,이러한 의자는 디자인과 목적에 따라 그 형태가 다양하다.
338,이것은 의자이다. 그런데,이 의자는 디자인과 목적에 따라 그 형태가 다양하다.
339,이것은 의자이다. 그런데,의자는 디자인과 목적에 따라 그 형태가 다양하다.
340,이것은 콘택트렌즈이다. 그런데,"이러한 콘택트렌즈는 성능, 사용 목적, 효과 등에 따라 여러 가지로 나뉜다."
341,이것은 콘택트렌즈이다. 그런데,"이 콘택트렌즈는 성능, 사용 목적, 효과 등에 따라 여러 가지로 나뉜다."
342,이것은 콘택트렌즈이다. 그런데,"콘택트렌즈는 성능, 사용 목적, 효과 등에 따라 여러 가지로 나뉜다."
343,이것은 지갑이다. 그런데,이러한 지갑은 일반적으로 가죽이나 헝겊으로 만들어진다.
344,이것은 지갑이다. 그런데,이 지갑은 일반적으로 가죽이나 헝겊으로 만들어진다.
345,이것은 지갑이다. 그런데,지갑은 일반적으로 가죽이나 헝겊으로 만들어진다.
346,이것은 그릇이다. 그런데,이러한 그릇은 구조와 용도에 따라 여러 가지로 나뉜다.
347,이것은 그릇이다. 그런데,이 그릇은 구조와 용도에 따라 여러 가지로 나뉜다.
348,이것은 그릇이다. 그런데,그릇은 구조와 용도에 따라 여러 가지로 나뉜다.
349,이것은 믹서이다. 그런데,이러한 믹서는 크기와 용도에 따라 여러 가지로 나뉜다.
350,이것은 믹서이다. 그런데,이 믹서는 크기와 용도에 따라 여러 가지로 나뉜다.
351,이것은 믹서이다. 그런데,믹서는 크기와 용도에 따라 여러 가지로 나뉜다.
352,이것은 안경이다. 그런데,이러한 안경은 용도에 따라 여러 가지로 나뉜다.
353,이것은 안경이다. 그런데,이 안경은 용도에 따라 여러 가지로 나뉜다.
354,이것은 안경이다. 그런데,안경은 용도에 따라 여러 가지로 나뉜다.
355,이것은 신호등이다. 그런데,이러한 신호등은 철도나 도로에서 진행 · 정지 등의 신호를 나타내어 교통의 안전을 확보해 주거나 교통의 흐름을 원활하게 해 준다.
356,이것은 신호등이다. 그런데,이 신호등은 철도나 도로에서 진행 · 정지 등의 신호를 나타내어 교통의 안전을 확보해 주거나 교통의 흐름을 원활하게 해 준다.
357,이것은 신호등이다. 그런데,신호등은 철도나 도로에서 진행 · 정지 등의 신호를 나타내어 교통의 안전을 확보해 주거나 교통의 흐름을 원활하게 해 준다.
358,이것은 가로등이다. 그런데,이러한 가로등은 보행자의 차량 추돌 위험을 줄여 주고 교차로에서의 사고를 방지하는 등의 장점이 있는 반면에 누전으로 인한 잠재적 사고 위험이 따르고 빛 공해를 일으키는 등의 단점이 있다.
359,이것은 가로등이다. 그런데,이 가로등은 보행자의 차량 추돌 위험을 줄여 주고 교차로에서의 사고를 방지하는 등의 장점이 있는 반면에 누전으로 인한 잠재적 사고 위험이 따르고 빛 공해를 일으키는 등의 단점이 있다.
360,이것은 가로등이다. 그런데,가로등은 보행자의 차량 추돌 위험을 줄여 주고 교차로에서의 사고를 방지하는 등의 장점이 있는 반면에 누전으로 인한 잠재적 사고 위험이 따르고 빛 공해를 일으키는 등의 단점이 있다.
361,이것은 엘리베이터이다. 그런데,이러한 엘리베이터에는 이용자 준수 사항이 적혀 있다.
362,이것은 엘리베이터이다. 그런데,이 엘리베이터에는 이용자 준수 사항이 적혀 있다.
363,이것은 엘리베이터이다. 그런데,엘리베이터에는 이용자 준수 사항이 적혀 있다.
364,저것은 태양이다. 그런데,이러한 태양은 지구에서 가장 가까운 항성이다.
365,저것은 태양이다. 그런데,이 태양은 지구에서 가장 가까운 항성이다.
366,저것은 태양이다. 그런데,태양은 지구에서 가장 가까운 항성이다.
367,저것은 달이다. 그런데,이러한 달은 햇빛을 반사하여 밤에 밝은 빛을 낸다.
368,저것은 달이다. 그런데,이 달은 햇빛을 반사하여 밤에 밝은 빛을 낸다.
369,저것은 달이다. 그런데,달은 햇빛을 반사하여 밤에 밝은 빛을 낸다.
370,저것은 인공위성이다. 그런데,이러한 인공위성은 일반적으로 특수한 목적을 달성하기 위해 지구 주위를 일정한 주기로 돈다.
